Title,Date,URL,Tags,AdS/CFT,BTZ black hole,BTZ black holes,MERA,RT formula,Renyi entropy,bit thread,black holes,bulk geometry,cMERA,continuous tensor network,einstein equations,emergent space-time geometry,entanglement of assistance,entanglement of purification,entanglement renormalization,geodesics,geometry of entangled states,hawking radiation,holographic code,holographic duality,holographic entanglement,holographic shadow,holography,hyperbolic lattices,quantum bit threads,quantum circuit,quantum computer,quantum error-correcting code,quantum information theory,quantum machine learning,random quantum circuits,stabilizer state,tensor network,tensor networks,tensor networks in machine learning,traversable wormhole,traversable wormholes,Topic
Cutting a Wire with Non-Maximally Entangled States,3.2024,https://arxiv.org/pdf/2403.09690v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
"Uncovering the Invisible: A Study of Gaia18ajz, a Candidate Black Hole Revealed by Microlensing",3.2024,https://arxiv.org/pdf/2403.09006v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Barrow Entropy and AdS Black Holes in RPS Thermodynamics,3.2024,https://arxiv.org/pdf/2403.08991v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Black hole thermodynamics in generalized Proca theories,3.2024,https://arxiv.org/pdf/2403.08986v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Generic spherically symmetric thin-shell wormholes with equilibrium throat at the innermost photonsphere are unstable,3.2024,https://arxiv.org/pdf/2403.08932v1,"['black holes', 'geodesics']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Partitioned Quantum Subspace Expansion,3.2024,https://arxiv.org/pdf/2403.08868v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
The Present-Day Mass Function of Star Clusters in the Solar Neighborhood,3.2024,https://arxiv.org/pdf/2403.08850v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Doppler holography for ophthalmology,3.2024,https://arxiv.org/pdf/2403.08849v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Efficient and practical Hamiltonian simulation from time-dependent product formulas,3.2024,https://arxiv.org/pdf/2403.08729v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Stabilizer Tensor Networks: universal quantum simulator on a basis of stabilizer states,3.2024,https://arxiv.org/pdf/2403.08724v1,['tensor networks'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tensor Networks
Scalarization of isolated black holes in scalar Gauss-Bonnet theory in the fixing-the-equations approach,3.2024,https://arxiv.org/pdf/2403.08705v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Effect of Earth&#39;s Oblateness on Black Hole Imaging Through Earth-Space and Space-Space VLBI,3.2024,https://arxiv.org/pdf/2403.08606v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Near horizon symmetry of extremal spacelike-stretched black holes,3.2024,https://arxiv.org/pdf/2403.08529v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Uniqueness of extremal charged black holes in de Sitter,3.2024,https://arxiv.org/pdf/2403.08467v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Symmetry restoration and quantum Mpemba effect in symmetric random circuits,3.2024,https://arxiv.org/pdf/2403.08459v1,['random quantum circuits'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Quantum Computers and Quantum Information
"Stabilizer ground states: theory, algorithms and applications",3.2024,https://arxiv.org/pdf/2403.08441v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Observational tests in scale invariance II: gravitational lensing,3.2024,https://arxiv.org/pdf/2403.08379v1,['geodesics'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Parameter Constraints on Traversable Wormholes within Beyond Horndeski Theories through Quasi-Periodic Oscillations,3.2024,https://arxiv.org/pdf/2403.08356v1,"['black holes', 'traversable wormholes']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Black Holes and GR
Generalized free energy and thermodynamic phases of black holes in the gauged Kaluza-Klein theory,3.2024,https://arxiv.org/pdf/2403.08322v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
VODKA-JWST: Synchronized growth of two SMBHs in a massive gas disk? A 3.8 kpc separation dual quasar at cosmic noon with JWST NIRSpec IFU,3.2024,https://arxiv.org/pdf/2403.08098v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
What Can Quantum Information Theory Offer to Quantum Chemistry?,3.2024,https://arxiv.org/pdf/2403.08045v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
51% Attack via Difficulty Increase with a Small Quantum Miner,3.2024,https://arxiv.org/pdf/2403.08023v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
TriOS Schwarzschild Orbit Modeling: Robustness of Parameter Inference for Masses and Shapes of Triaxial Galaxies with Supermassive Black Holes,3.2024,https://arxiv.org/pdf/2403.07996v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Non-perturbative correction on the black hole geometry,3.2024,https://arxiv.org/pdf/2403.07972v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Infinite tower of higher-curvature corrections: Quasinormal modes and late-time behavior of D-dimensional regular black holes,3.2024,https://arxiv.org/pdf/2403.07848v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Syncopated Dynamical Decoupling for Suppressing Crosstalk in Quantum Circuits,3.2024,https://arxiv.org/pdf/2403.07836v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Resolving Dual Active Galactic Nuclei with ~100 pc separation in MCG-03-34-64,3.2024,https://arxiv.org/pdf/2403.07717v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Using Equation of State Constraints to Classify Low-Mass Compact Binary Mergers,3.2024,https://arxiv.org/pdf/2403.07697v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Testing Gravity with Binary Black Hole Gravitational Waves,3.2024,https://arxiv.org/pdf/2403.07682v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Bilocal holography and locality in the bulk,3.2024,https://arxiv.org/pdf/2403.07606v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Emergent (2+1)D topological orders from iterative (1+1)D gauging,3.2024,https://arxiv.org/pdf/2403.07575v1,['tensor network'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tensor Networks
Gauss-Bonnet $\boldsymbol{AdS}$ planar and spherical black hole thermodynamics and holography,3.2024,https://arxiv.org/pdf/2403.07543v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Out-of-time-order correlator as a detector of baryonic phase structure in holographic QCD with a theta angle,3.2024,https://arxiv.org/pdf/2403.07335v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
$α$-Generalized No-Scale Inflation,3.2024,https://arxiv.org/pdf/2403.07333v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The potential of QQQ in the anisotropic background,3.2024,https://arxiv.org/pdf/2403.07330v1,['AdS/CFT'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Coarse-graining black holes out of equilibrium with boundary observables on time slice,3.2024,https://arxiv.org/pdf/2403.07275v1,"['AdS/CFT', 'black holes', 'holography']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Simulating Quantum Circuits by Model Counting,3.2024,https://arxiv.org/pdf/2403.07197v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Cold Quasar Investigation: Comparing Star Formation Rates to Black Hole Growth,3.2024,https://arxiv.org/pdf/2403.07196v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Equivariant Variational Quantum Eigensolver to detect Phase Transitions through Energy Level Crossings,3.2024,https://arxiv.org/pdf/2403.07100v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Holography and Regge Phases with $U(1)$ Charge,3.2024,https://arxiv.org/pdf/2403.07079v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Scrutinising evidence for the triggering of Active Galactic Nuclei in the outskirts of massive galaxy clusters at $z\approx1$,3.2024,https://arxiv.org/pdf/2403.07060v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The Effect of Quark-antiquark Confinement on the Deflection Angle by the NED Black Hole,3.2024,https://arxiv.org/pdf/2403.07044v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Investigating model dependencies for obscured Active Galactic Nuclei: a case study of NGC 3982,3.2024,https://arxiv.org/pdf/2403.06972v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Fully non-Gaussian Scalar-Induced Gravitational Waves,3.2024,https://arxiv.org/pdf/2403.06962v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Application of Quantum Tensor Networks for Protein Classification,3.2024,https://arxiv.org/pdf/2403.06890v1,['tensor networks'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tensor Networks
QED Effects on Kerr-Newman Black Hole Shadows,3.2024,https://arxiv.org/pdf/2403.06886v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Exploring Unique Quasinormal Modes of a Massive Scalar Field in Brane-World Scenarios,3.2024,https://arxiv.org/pdf/2403.06867v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The metallicity gradients of star-forming regions store information of the assembly history of galaxies,3.2024,https://arxiv.org/pdf/2403.06836v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Fast classical simulation of quantum circuits via parametric rewriting in the ZX-calculus,3.2024,https://arxiv.org/pdf/2403.06777v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Differential geometry and general relativity with algebraifolds,3.2024,https://arxiv.org/pdf/2403.06548v1,['geodesics'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Spectroscopic Searches for Evolutionary Orbital Period Changes in WR+OB Binaries: the Case of WR 127 (Hen 3-1772),3.2024,https://arxiv.org/pdf/2403.06473v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Evidence of a Past Merger of the Galactic Center Black Hole,3.2024,https://arxiv.org/pdf/2403.06416v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Observational Properties of AGN Obscuration During the Peak of Accretion Growth,3.2024,https://arxiv.org/pdf/2403.06409v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Distributed quantum architecture search,3.2024,https://arxiv.org/pdf/2403.06214v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Low-Rank Variational Quantum Algorithm for the Dynamics of Open Quantum Systems,3.2024,https://arxiv.org/pdf/2403.05908v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Quantum-HPC Framework with multi-GPU-Enabled Hybrid Quantum-Classical Workflow: Applications in Quantum Simulations,3.2024,https://arxiv.org/pdf/2403.05828v1,['tensor network'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tensor Networks
Time Delay of Light in the Gravitational lensing of Supermassive Black Holes in Dark Matter Halos,3.2024,https://arxiv.org/pdf/2403.05682v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
"A Gravitational Ménage à Trois: leptogenesis, primordial gravitational wave &amp; PBH-induced reheating",3.2024,https://arxiv.org/pdf/2403.05626v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
AdvQuNN: A Methodology for Analyzing the Adversarial Robustness of Quanvolutional Neural Networks,3.2024,https://arxiv.org/pdf/2403.05596v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Spinning Particle Geometries in AdS$_3$/CFT$_2$,3.2024,https://arxiv.org/pdf/2403.05524v1,['geodesics'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Quantum bounds for compiled XOR games and $d$-outcome CHSH games,3.2024,https://arxiv.org/pdf/2403.05502v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Accelerating Airy tensor modes of cosmological gravitational waves,3.2024,https://arxiv.org/pdf/2403.05421v1,['einstein equations'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Modularity in Argyres-Douglas Theories with $a=c$,3.2024,https://arxiv.org/pdf/2403.05323v1,['AdS/CFT'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Black Holes and Marchenko-Pastur distribution,3.2024,https://arxiv.org/pdf/2403.05241v1,"['black holes', 'hawking radiation']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Jet Discrimination with Quantum Complete Graph Neural Network,3.2024,https://arxiv.org/pdf/2403.04990v2,"['quantum circuit', 'quantum machine learning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Constraining primordial black holes as dark matter using AMS-02 data,3.2024,https://arxiv.org/pdf/2403.04988v1,"['black holes', 'hawking radiation']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Constraints on evaporating primordial black holes from the AMS-02 positron data,3.2024,https://arxiv.org/pdf/2403.04987v1,"['black holes', 'hawking radiation']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Phase structures and critical behaviour of rational non-linear electrodynamics AdS black holes in Rastall gravity,3.2024,https://arxiv.org/pdf/2403.04888v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The extreme coronal line emitter AT 2022fpx: Varying optical polarization properties and late-time X-ray flare,3.2024,https://arxiv.org/pdf/2403.04877v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Quantum metrology using quantum combs and tensor network formalism,3.2024,https://arxiv.org/pdf/2403.04854v1,['tensor network'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tensor Networks
Playing nonlocal games across a topological phase transition on a quantum computer,3.2024,https://arxiv.org/pdf/2403.04829v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Regular Black Holes From Pure Gravity,3.2024,https://arxiv.org/pdf/2403.04827v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Quantum Advantage in Reversing Unknown Unitary Evolutions,3.2024,https://arxiv.org/pdf/2403.04704v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
On phase transitions during collisions near the horizon of black holes,3.2024,https://arxiv.org/pdf/2403.04695v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Non-Abelian Exponential Yang-Mills AdS Black Brane and Transport Coefficients,3.2024,https://arxiv.org/pdf/2403.04463v1,['AdS/CFT'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Variational quantum eigensolver with linear depth problem-inspired ansatz for solving portfolio optimization in finance,3.2024,https://arxiv.org/pdf/2403.04296v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Qubit-Wise Architecture Search Method for Variational Quantum Circuits,3.2024,https://arxiv.org/pdf/2403.04268v1,"['quantum circuit', 'quantum machine learning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Accreting Primordial Black Holes: Dark Matter Constituents,3.2024,https://arxiv.org/pdf/2403.04227v1,"['black holes', 'hawking radiation']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The Power of Lorentz Quantum Computer,3.2024,https://arxiv.org/pdf/2403.04170v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Error Correction in Dynamical Codes,3.2024,https://arxiv.org/pdf/2403.04163v1,['quantum error-correcting code'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Extremal Kerr Black Hole Dark Matter from Hawking Evaporation,3.2024,https://arxiv.org/pdf/2403.04054v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
VODKA-JWST: A 3.8 kpc dual quasar at cosmic noon in a powerful starburst galaxy with JWST/MIRI IFU,3.2024,https://arxiv.org/pdf/2403.04002v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Treespilation: Architecture- and State-Optimised Fermion-to-Qubit Mappings,3.2024,https://arxiv.org/pdf/2403.03992v2,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
"A story of non-conformal branes: spindles, disks, circles and black holes",3.2024,https://arxiv.org/pdf/2403.03989v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The impact of AGN X-ray selection on the AGN halo occupation distribution,3.2024,https://arxiv.org/pdf/2403.03978v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Physical viability of traversable Finslerian wormholes with traceless fluid under conformal symmetry,3.2024,https://arxiv.org/pdf/2403.03931v1,['traversable wormhole'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Black Holes and GR
Holographic thermal entropy from geodesic bit threads,3.2024,https://arxiv.org/pdf/2403.03930v1,"['AdS/CFT', 'BTZ black hole', 'holographic entanglement']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
"A dormant, overmassive black hole in the early Universe",3.2024,https://arxiv.org/pdf/2403.03872v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
How open is the asteroid-mass primordial black hole window?,3.2024,https://arxiv.org/pdf/2403.03839v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Identifying Black Holes Through Space Telescopes and Deep Learning,3.2024,https://arxiv.org/pdf/2403.03821v3,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
