Title,Date,URL,Tags,AdS/CFT,BTZ black hole,BTZ black holes,MERA,RT formula,Renyi entropy,bit thread,black holes,bulk geometry,cMERA,continuous tensor network,einstein equations,emergent space-time geometry,entanglement of assistance,entanglement of purification,entanglement renormalization,geodesics,geometry of entangled states,hawking radiation,holographic code,holographic duality,holographic entanglement,holographic shadow,holography,hyperbolic lattices,quantum bit threads,quantum circuit,quantum computer,quantum error-correcting code,quantum information theory,quantum machine learning,random quantum circuits,stabilizer state,tensor network,tensor networks,tensor networks in machine learning,traversable wormhole,traversable wormholes,Topic
Warm-Starting the VQE with Approximate Complex Amplitude Encoding,2.2024,https://arxiv.org/pdf/2402.17378v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
An Opacity-Free Method of Testing the Cosmic Distance Duality Relation Using Strongly Lensed Gravitational Wave Signals,2.2024,https://arxiv.org/pdf/2402.17349v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Corner entanglement of a resonating valence bond wavefunction,2.2024,https://arxiv.org/pdf/2402.17211v1,['Renyi entropy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Mitigating Errors in DC Magnetometry via Zero-Noise Extrapolation,2.2024,https://arxiv.org/pdf/2402.16949v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Eccentric Mergers in AGN Discs: Influence of the Supermassive Black-Hole on Three-body Interactions,2.2024,https://arxiv.org/pdf/2402.16948v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Probing anyonic statistics via Mach-Zehnder interferometry in quantum computers,2.2024,https://arxiv.org/pdf/2402.16944v2,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Black-hole formation in binary neutron star mergers: The impact of spin on the prompt-collapse scenario,2.2024,https://arxiv.org/pdf/2402.16626v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Generalized quantum measurement in spin-correlated hyperon-antihyperon decays,2.2024,https://arxiv.org/pdf/2402.16574v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Black hole in a combined magnetic field: ionized accretion disks in the jetlike and looplike configurations,2.2024,https://arxiv.org/pdf/2402.16529v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Order $p$ quantum Wasserstein distances from couplings,2.2024,https://arxiv.org/pdf/2402.16477v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Training Classical Neural Networks by Quantum Machine Learning,2.2024,https://arxiv.org/pdf/2402.16465v1,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Testing The Weak Cosmic Censorship Conjecture in Short Haired Black Holes,2.2024,https://arxiv.org/pdf/2402.16373v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Lower bound for large midpoint transversal fluctuations in the corner growth model,2.2024,https://arxiv.org/pdf/2402.16332v1,['geodesics'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Gravito-magnetic Polarization of Schwarzschild Black Hole,2.2024,https://arxiv.org/pdf/2402.16172v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Classical acceleration temperature from evaporated black hole remnants and accelerated electron-mirror radiation,2.2024,https://arxiv.org/pdf/2402.16137v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Analogue simulations of quantum gravity with fluids,2.2024,https://arxiv.org/pdf/2402.16136v1,"['black holes', 'hawking radiation']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Notes on the Exact RG equation and the Wheeler-DeWitt equation,2.2024,https://arxiv.org/pdf/2402.16100v1,['AdS/CFT'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Computation of marginal eigenvalue distributions in the Laguerre and Jacobi $β$ ensembles,2.2024,https://arxiv.org/pdf/2402.16069v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Barrow black hole variable parameter model connected to information theory,2.2024,https://arxiv.org/pdf/2402.15922v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Black holes thermodynamics with CFT re-scaling,2.2024,https://arxiv.org/pdf/2402.15913v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
First Hitting Times on a Quantum Computer: Topological Effects and Dark States,2.2024,https://arxiv.org/pdf/2402.15843v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Entanglement islands and cutoff branes from path-integral optimization,2.2024,https://arxiv.org/pdf/2402.15836v1,['RT formula'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Einstein-Weyl geometry: A simple Weyl invariant equation for gravity,2.2024,https://arxiv.org/pdf/2402.15675v2,['einstein equations'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Tidal Disruption Encores,2.2024,https://arxiv.org/pdf/2402.15590v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
On the Generalized Lemaitre Tolman Bondi Metric: Classical Sensitivities and Quantum Einstein-Vaz Shells,2.2024,https://arxiv.org/pdf/2402.15549v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Topological classes of thermodynamics of the rotating charged AdS black holes in gauged supergravities,2.2024,https://arxiv.org/pdf/2402.15531v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Tensor network simulations for non-orientable surfaces,2.2024,https://arxiv.org/pdf/2402.15507v2,['tensor networks'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tensor Networks
Entanglement-assisted classical capacities of some channels acting as radial multipliers on fermion algebras,2.2024,https://arxiv.org/pdf/2402.15440v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Probing black hole `charge&#39; from the binary black hole inspiral,2.2024,https://arxiv.org/pdf/2402.15336v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
A Quantum-Classical Collaborative Training Architecture Based on Quantum State Fidelity,2.2024,https://arxiv.org/pdf/2402.15333v1,['tensor network'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tensor Networks
Primordial Black Holes as a dark matter candidate -- a brief overview,2.2024,https://arxiv.org/pdf/2402.15211v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Traversable wormholes satisfying energy conditions in $f(Q)$ gravity,2.2024,https://arxiv.org/pdf/2402.15178v1,['traversable wormhole'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Black Holes and GR
Spin Doctors: How to diagnose a hierarchical merger origin,2.2024,https://arxiv.org/pdf/2402.15066v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Energy Extraction via Magnetic Reconnection in Konoplya-Rezzolla-Zhidenko Parameterized Black Holes,2.2024,https://arxiv.org/pdf/2402.15050v1,"['black holes', 'geodesics']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Mass inflation without Cauchy horizons,2.2024,https://arxiv.org/pdf/2402.14913v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The Stability of Gapped Quantum Matter and Error-Correction with Adiabatic Noise,2.2024,https://arxiv.org/pdf/2402.14906v1,['quantum error-correcting code'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
The Quantum Model of Spinning Black Holes,2.2024,https://arxiv.org/pdf/2402.14893v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Adaptive hybrid density functionals,2.2024,https://arxiv.org/pdf/2402.14793v2,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Amplified Amplitude Estimation: Exploiting Prior Knowledge to Improve Estimates of Expectation Values,2.2024,https://arxiv.org/pdf/2402.14791v2,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
"Birth of Rapidly Spinning, Overmassive Black Holes in the Early Universe",2.2024,https://arxiv.org/pdf/2402.14706v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Useful variants and perturbations of completely entangled subspaces and spans of unextendible product bases,2.2024,https://arxiv.org/pdf/2402.14697v1,['quantum information theory'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
A Quick Introduction to Quantum Machine Learning for Non-Practitioners,2.2024,https://arxiv.org/pdf/2402.14694v1,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Dynamical quantum maps for single-qubit gates under non-Markovian phase noise,2.2024,https://arxiv.org/pdf/2402.14530v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Spectral invariance and maximality properties of the frequency spectrum of quantum neural networks,2.2024,https://arxiv.org/pdf/2402.14515v2,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Solving Maxwells Equations using Variational Quantum Imaginary Time Evolution,2.2024,https://arxiv.org/pdf/2402.14156v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Steep-spectrum AGN in eROSITA Final Equatorial-Depth Survey (eFEDS): Their host galaxies and multi-wavelength properties,2.2024,https://arxiv.org/pdf/2402.14135v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
The origin of the Slow-to-Alfvén Wave Cascade Power Ratio and its Implications for Particle Heating in Accretion Flows,2.2024,https://arxiv.org/pdf/2402.14089v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
New Mass Window for Primordial Black Holes as Dark Matter from Memory Burden Effect,2.2024,https://arxiv.org/pdf/2402.14069v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Carrollian Amplitudes from Strings,2.2024,https://arxiv.org/pdf/2402.14062v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Quark stars in massive gravity might be candidates for the mass gap objects,2.2024,https://arxiv.org/pdf/2402.14040v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Exploring Primordial Black Holes and Gravitational Waves with R-Symmetric GUT Higgs Inflation,2.2024,https://arxiv.org/pdf/2402.13924v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
How to fault-tolerantly realize any quantum circuit with local operations,2.2024,https://arxiv.org/pdf/2402.13863v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Radiating particle in the vicinity of the weakly charged Schwarzschild black hole,2.2024,https://arxiv.org/pdf/2402.13797v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Reinforcement learning-assisted quantum architecture search for variational quantum algorithms,2.2024,https://arxiv.org/pdf/2402.13754v3,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
$q$-Equilibrium of Gas in Spacetime of Multi-horizon Black Holes,2.2024,https://arxiv.org/pdf/2402.13742v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Effective four-dimensional loop quantum black hole with a cosmological constant,2.2024,https://arxiv.org/pdf/2402.13638v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Mutual information scrambling in Ising spin chain,2.2024,https://arxiv.org/pdf/2402.13558v1,['tensor networks'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tensor Networks
Avoiding barren plateaus via Gaussian Mixture Model,2.2024,https://arxiv.org/pdf/2402.13501v1,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Multi-messenger Astrophysics of Black Holes and Neutron Stars as Probed by Ground-based Gravitational Wave Detectors: From Present to Future,2.2024,https://arxiv.org/pdf/2402.13445v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
KetGPT - Dataset Augmentation of Quantum Circuits using Transformers,2.2024,https://arxiv.org/pdf/2402.13352v3,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Revisiting formation of primordial black holes in a supercooled first-order phase transition,2.2024,https://arxiv.org/pdf/2402.13341v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Generalizing measurement-induced phase transitions to information exchange symmetry breaking,2.2024,https://arxiv.org/pdf/2402.13271v1,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Sharpening the dark matter signature in gravitational waveforms I: Accretion and eccentricity evolution,2.2024,https://arxiv.org/pdf/2402.13053v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Optical appearance of black holes surrounded by a dark matter halo,2.2024,https://arxiv.org/pdf/2402.13047v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
An exact stationary axisymmetric vacuum solution within a metric--affine bumblebee gravity,2.2024,https://arxiv.org/pdf/2402.13014v1,['geodesics'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Holographic Tests for Giant Graviton Expansion,2.2024,https://arxiv.org/pdf/2402.12924v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Quantum Embedding with Transformer for High-dimensional Data,2.2024,https://arxiv.org/pdf/2402.12704v1,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Quantum diffusion and large primordial perturbations from inflation,2.2024,https://arxiv.org/pdf/2402.12672v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Numerical Relativity Multimodal Waveforms using Absorbing Boundary Conditions,2.2024,https://arxiv.org/pdf/2402.12544v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
A VLBA-uGMRT search for candidate binary black holes: Study of six X-shaped radio galaxies with double-peaked emission lines,2.2024,https://arxiv.org/pdf/2402.12521v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Analytic Electrically Charged Black Holes in $F(R)$-ModMax Theory,2.2024,https://arxiv.org/pdf/2402.12492v2,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Accretion discs onto supermassive compact objects: a portal to dark matter physics in active galaxies,2.2024,https://arxiv.org/pdf/2402.12491v1,['einstein equations'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Exact black holes in string-inspired Euler-Heisenberg theory,2.2024,https://arxiv.org/pdf/2402.12459v1,['geodesics'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Investigating the Chemically Homogeneous Evolution Channel and its Role in the Formation of the Enigmatic Binary Black Hole Progenitor Candidate HD 5980,2.2024,https://arxiv.org/pdf/2402.12438v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
On Binary Formation from Three Initially Unbound Bodies,2.2024,https://arxiv.org/pdf/2402.12429v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
SymTFTs for Continuous non-Abelian Symmetries,2.2024,https://arxiv.org/pdf/2402.12347v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Post-Minkowskian Theory Meets the Spinning Effective-One-Body Approach for Two-Body Scattering,2.2024,https://arxiv.org/pdf/2402.12342v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
A joint optimization approach of parameterized quantum circuits with a tensor network,2.2024,https://arxiv.org/pdf/2402.12105v1,['tensor networks'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tensor Networks
Recent Extensions of the ZKCM Library for Parallel and Accurate MPS Simulation of Quantum Circuits,2.2024,https://arxiv.org/pdf/2402.11868v1,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Photoelectron Polarization Vortexes in Strong-Field Ionization,2.2024,https://arxiv.org/pdf/2402.11825v1,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
EMU/GAMA: A Technique for Detecting Active Galactic Nuclei in Low Mass Systems,2.2024,https://arxiv.org/pdf/2402.11817v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
"From Large to Small $\mathcal{N}=(4,4)$ Superconformal Surface Defects in Holographic 6d SCFTs",2.2024,https://arxiv.org/pdf/2402.11745v2,['holography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holography
Evidence for Episodic Black Hole Growth of Reionization-Era Quasars observed with Magellan/FIRE,2.2024,https://arxiv.org/pdf/2402.11688v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
Evaluating Efficacy of Model Stealing Attacks and Defenses on Quantum Neural Networks,2.2024,https://arxiv.org/pdf/2402.11687v1,['quantum machine learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
"Holographic Inflation, Primordial Black Holes and Early Structure Formation",2.2024,https://arxiv.org/pdf/2402.11527v3,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
C. V. Vishveshwara (Vishu) On The Black Hole Trek,2.2024,https://arxiv.org/pdf/2402.11503v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
An Efficient Quantum Circuit for Block Encoding a Pairing Hamiltonian,2.2024,https://arxiv.org/pdf/2402.11205v3,['quantum circuit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
"The Primordial Black Hole Abundance: The Broader, the Better",2.2024,https://arxiv.org/pdf/2402.11033v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
MITS: A Quantum Sorcerer Stone For Designing Surface Codes,2.2024,https://arxiv.org/pdf/2402.11027v2,['quantum computer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quantum Computers and Quantum Information
Could long-period transients be powered by primordial black hole capture?,2.2024,https://arxiv.org/pdf/2402.11019v1,['black holes'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Holes and GR
